period,forecast_on_time_pct,lower_80,upper_80,lower_95,upper_95
2026-08-01,87.64362266178308,84.75404139379182,90.53320392977434,83.22438946982196,92.06285585374421
2026-09-01,88.22341274129876,85.09996412281188,91.34686135978563,83.44651030179827,93.00031518079925
2026-10-01,88.39636634125134,85.20025792574614,91.59247475675653,83.50834033161237,93.2843923508903
2026-11-01,88.4479590621229,85.20885329208863,91.68706483215718,83.49417427338112,93.40174385086469
2026-12-01,88.46334936823773,85.1887546796011,91.73794405687435,83.45528896220442,93.47140977427104
2027-01-01,88.46794035546047,85.16017010855421,91.77571060236673,83.4091423114548,93.52673839946614
